Column Descriptions,
----,----
temp_date,Date of Temperature Reading
temp_anom,Temperature Anomaly Value
co2_date,Date of CO2 Reading
co2_reading,CO2 Value
ch4_date,Date of CH4 Reading
ch4_reading,CH4 Value
ir_date,Irish Data - Date of Reading
rainfall,Irish Data - Daily Rainfall Value
max_temp,Irish Data - Maximum Daily Temperature Value
min_temp,Irish Data - Mimimun Daily Temperature Value
,
temp_date,temp_anom,co2_date,co2_reading,ch4_date,ch4_reading,ir_date,rainfall,max_temp,min_temp
-7610,-0.75,-14367,214.5978424508933,-413835.1,619.7,1976-01-18,0.8,9.8,7.8
-7628,0.79,-14387,212.42970768970437,-413618.1,638.8,1976-01-19,2.1,11.0,6.0
-7646,-0.1,-14404,214.83094793202406,-413131.6,638.4,1976-01-20,0.0,9.8,6.8
-7664,-1.16,-14424,211.2133503062316,-412625.5,676.6,1976-01-21,0.0,10.8,5.8
-7683,-0.08,-14441,209.50810411665645,-412082.2,695.7,1976-01-22,0.0,11.3,6.8
-7701,-0.38,-14460,212.94888538922996,-411611.1,690.3,1976-01-23,7.2,8.1,6.2
-7719,1.11,-14481,211.7934498012063,-411117.4,656.1,1976-01-24,0.1,4.9,0.9
-7736,-0.04,-14508,217.18722610003746,-410631.8,658.9,1976-01-25,0.0,6.4,1.2
-7753,0.01,-14522,213.9380167825644,-410111.9,711.5,1976-01-26,0.7,8.5,1.0
-7771,0.45,-14559,207.94707338537606,-409661,700.1,1976-01-27,12.7,9.5,-1.0
-7788,-0.07,-14603,208.65010901966778,-409221.4,694.1,1976-01-28,3.4,9.8,3.9
-7805,1.33,-14640,208.4614276166706,-408789.2,701.2,1976-01-29,12.2,8.0,4.9
-7821,0.62,-14705,213.15469236971649,-408357.1,713.0,1976-01-30,4.3,6.0,4.1
-7838,-2.4,-14783,210.24939480334604,-407920.1,709.7,1976-01-31,0.6,2.0,-1.0
-7858,-0.13,-14847,205.52548876941438,-407524.2,699.4,1976-02-01,0.0,4.4,-1.5
-7878,-0.2,-14919,205.18509194320177,-407115.4,714.3,1976-02-02,1.4,6.6,-0.8
-7897,-1.57,-14978,202.9290476816134,-406740.2,710.7,1976-02-03,0.0,6.0,0.8
-7916,0.68,-15044,204.3247383426767,-406359.5,694.6,1976-02-04,2.2,5.0,2.0
-7934,-0.61,-15141,202.1012164231453,-405958.8,681.0,1976-02-05,0.2,6.5,2.8
-7951,0.15,-15213,198.631089252931,-405593.9,710.1,1976-02-06,0.5,9.5,3.7
-7969,-0.65,-15286,198.29417538469403,-405222.3,736.0,1976-02-07,6.5,10.7,4.0
-7988,-0.97,-15337,195.87573909141443,-404873.4,691.1,1976-02-08,1.0,10.8,5.9
-8007,0.35,-15361,194.65141317549399,-404503.2,672.3345379,1976-02-09,3.2,11.3,5.6
-8025,-0.36,-15410,190.50284337603904,-404119,707.5,1976-02-10,5.7,8.5,5.2
-8043,-0.75,-15435,193.02021337722056,-403777.6,699.9,1976-02-11,12.0,10.0,2.6
-8061,0.26,-15460,191.8856673685563,-403418.4,659.0,1976-02-12,5.5,10.5,4.2
-8079,0.32,-15484,190.75739808941378,-403059,662.9,1976-02-13,0.6,11.9,6.0
-8096,-0.2,-15510,193.00049226913703,-402715.1,661.3,1976-02-14,2.2,9.6,3.4
-8114,0.29,-15535,191.4761142959414,-402304.2,674.0,1976-02-15,0.0,9.8,6.9
-8132,-1.18,-15560,191.58573439908614,-401951.1,664.0,1976-02-16,0.2,8.4,1.1
-8150,0.02,-15584,192.37047527166976,-401601.6,681.2,1976-02-17,0.2,6.8,2.5
-8167,1.39,-15611,192.6236483930915,-401229.1,653.2,1976-02-18,0.2,8.5,0.1
-8184,0.43,-15636,196.96328822867957,-400865.6,640.2,1976-02-19,0.0,9.8,2.0
-8201,-0.02,-15662,195.79039289658348,-400504.7,642.0,1976-02-20,5.2,10.0,3.4
-8219,-0.47,-15687,193.21020619774924,-400139.8,646.2,1976-02-21,5.1,10.0,4.8
-8236,0.38,-15715,194.3760035369042,-399758.9,633.3,1976-02-22,6.4,11.0,4.7
-8254,-0.2,-15741,191.51895944996556,-399385.8,626.9,1976-02-23,2.7,10.1,8.8
-8272,-1.08,-15767,189.52313905154722,-399028.9,628.0,1976-02-24,0.2,10.5,1.9
-8290,-1.38,-15793,190.41145637495399,-398642.1,662.4,1976-02-25,1.1,10.0,3.5
-8309,0.61,-15819,191.7049630706334,-398253.6,606.8106312,1976-02-26,0.3,10.9,8.5
-8327,-0.07,-15847,187.25256339861124,-397858.3,606.5,1976-02-27,0.4,8.9,7.2
-8345,-0.15,-15875,191.20739896471937,-397465.2,580.4,1976-02-28,0.1,11.3,7.0
-8363,0.12,-15904,189.51763426245728,-397070.3,592.9,1976-02-29,0.0,11.2,7.5
-8381,-1.76,-15930,190.2606131810841,-396644.6,608.3,1976-03-01,1.2,8.5,-0.4
-8399,0.26,-15957,191.7237910053392,-396224.7,612.3,1976-03-02,0.2,9.5,6.4
-8418,-1.27,-15985,188.54215704394005,-395811.4,600.0,1976-03-03,0.1,9.4,7.2
-8437,-0.47,-16015,188.6564989836098,-395388.6,605.0,1976-03-04,0.1,10.7,7.1
-8456,-0.71,-16042,188.9556833468375,-394964.4,590.1,1976-03-05,0.8,10.3,8.8
-8475,-1.53,-16074,187.78531136917942,-394573.6,601.8,1976-03-06,17.1,9.1,8.4
-8494,0.31,-16100,187.7267726989902,-394107.1,594.0,1976-03-07,0.0,6.7,6.2
-8512,0.53,-16131,188.64072093684447,-393604.2,602.7,1976-03-08,0.0,7.8,3.7
-8528,1.16,-16160,188.59044595252618,-393178,585.2,1976-03-09,10.6,9.2,4.8
-8544,0.41,-16189,184.87510819689115,-392727,593.5,1976-03-10,10.0,9.6,4.7
-8561,-0.02,-16223,189.01145740964958,-392245.5,549.6,1976-03-11,14.9,9.0,7.1
-8577,2.12,-16251,185.64837724764448,-391748.8,562.0,1976-03-12,3.0,9.7,3.9
-8593,-1.23,-16282,188.87750852438725,-391243.2,484.9,1976-03-13,4.6,10.5,3.7
-8611,-0.12,-16314,188.52153443206024,-390715.6,498.4,1976-03-14,8.3,9.6,1.4
-8630,-0.55,-16345,189.03208526365853,-390195.4,489.2,1976-03-15,4.7,11.0,6.0
-8649,-0.88,-16374,187.12107228232756,-389581.7,488.4,1976-03-16,3.6,11.9,6.8
-8667,-0.64,-16410,188.73157502184154,-389024.7,505.8,1976-03-17,0.0,10.4,2.3
-8686,-0.51,-16441,188.2127161368506,-388440.2,525.2,1976-03-18,12.9,10.4,6.1
-8704,-0.27,-16472,188.46984987600774,-387821.4,567.8,1976-03-19,2.5,11.2,6.0
-8722,0.86,-16507,187.44688100668245,-387165.4,471.5,1976-03-20,11.2,9.8,7.2
-8740,-0.77,-16536,187.08794749517838,-386472.3,452.4,1976-03-21,0.0,10.9,7.1
-8758,-0.84,-16569,187.6657005045612,-385817.6,462.7,1976-03-22,4.0,10.0,3.0
-8776,-1.01,-16632,188.57060817148658,-385227.7,531.0,1976-03-23,0.6,11.5,4.0
-8796,-1.08,-16727,193.90294365325792,-384664.6,637.3,1976-03-24,0.1,11.4,6.8
-8815,-0.96,-16797,191.27099266967372,-384079.6,594.1,1976-03-25,2.0,10.5,6.6
-8834,-0.35,-16853,192.9746062473733,-383501.6,577.0,1976-03-26,0.1,10.0,3.8
-8852,-0.22,-16885,188.43646889385016,-382907.2,552.5,1976-03-27,0.1,10.9,5.0
-8870,0.25,-16916,188.49917580509657,-382340.6,560.9,1976-03-28,0.0,10.9,8.2
-8888,-0.51,-17043,192.7099140092297,-381763.2,536.4,1976-03-29,0.0,11.2,8.4
-8906,-1.36,-17202,191.08550485764974,-381175,481.6,1976-03-30,1.3,11.7,7.8
-8925,-0.8,-17332,191.58428202340798,-380596.6,587.4,1976-03-31,0.0,11.4,8.8
-8944,-0.33,-17492,191.51661846127155,-380005.4,600.6,1976-04-01,0.0,9.4,3.8
-8962,0.28,-17618,188.95303905155185,-379472.7,547.9,1976-04-02,1.3,9.8,4.8
-8980,-0.96,-17679,191.41876528996985,-378913.3,543.7,1976-04-03,0.6,10.5,4.6
-8999,-1.81,-17841,193.60063929670704,-378306.1,547.7,1976-04-04,0.1,11.7,4.8
-9018,-0.66,-17933,196.05515178135056,-377756.6,484.5,1976-04-05,0.0,13.6,6.9
-9038,-0.12,-18068,193.72302093582547,-377168.8,494.1,1976-04-06,0.0,13.9,8.5
-9056,-0.27,-18263,190.47301770392272,-375379.7,442.0,1976-04-07,0.0,13.6,7.8
-9073,0.3,-18457,189.99022495118814,-374756.1,444.6,1976-04-08,0.0,13.6,2.7
-9091,-0.08,-18586,193.92595404672443,-374155.9,432.9,1976-04-09,0.0,13.0,2.4
-9110,-1.45,-18716,187.76130879373025,-373500.9,425.9,1976-04-10,8.5,13.3,8.2
-9128,-1.14,-18878,192.65750201107113,-372835.3,426.2,1976-04-11,1.0,9.5,6.3
-9147,-0.47,-19014,190.87078412905063,-372141.6,445.2,1976-04-12,2.7,12.2,4.4
-9166,-1.41,-19117,188.40117180397905,-371516.5,451.1,1976-04-13,0.0,11.6,4.3
-9186,-1.62,-19262,190.05178294941018,-370943.2,540.3,1976-04-14,0.0,11.7,8.0
-9206,-0.93,-19395,187.24278170075527,-370377.5,523.4,1976-04-15,0.0,14.8,6.8
-9225,0.37,-19612,185.22605259203294,-369812.6,501.6,1976-04-16,0.0,13.5,5.0
-9242,0.53,-19840,187.9571766507431,-369183.9,491.1,1976-04-17,0.0,13.3,7.4
-9259,0.18,-19963,190.7825043804128,-368546.5,508.2,1976-04-18,0.0,14.1,9.5
-9277,-0.29,-20105,187.38113959770786,-367967.4,517.9,1976-04-19,0.0,14.6,6.5
-9295,-2.15,-20280,191.27052755302162,-367373.8,444.0,1976-04-20,0.0,13.7,6.9
-9314,-0.61,-20342,187.2242115241,-366788.3,421.8,1976-04-21,0.0,12.4,8.4
-9333,-0.32,-20397,187.0216472475,-366124.3,421.7,1976-04-22,0.0,10.0,8.5
-9352,-0.95,-20600,184.67921815,-365480.6,459.5,1976-04-23,0.0,10.7,3.9
-9368,1.29,-20654,185.207494535,-364899.5,403.1,1976-04-24,0.0,12.9,0.5
-9385,1.11,-20700,188.4866056205,-364256.1,415.8,1976-04-25,0.0,12.7,3.0
-9403,-1.77,-20799,190.01358890950002,-363627,460.1,1976-04-26,0.0,12.6,4.8
-9422,-0.78,-20883,186.13368892427502,-362992.1,416.2,1976-04-27,0.0,11.3,2.9
-9441,-1.59,-21044,189.397339585125,-362318.8,448.5,1976-04-28,0.0,10.2,5.9
-9460,-0.77,-21063,190.53007546182502,-361698.8,413.3,1976-04-29,0.0,11.8,-0.5
-9480,-0.37,-21157,190.08050149462503,-361092.8,486.5,1976-04-30,2.4,12.8,3.7
-9498,0.42,-21235,188.6041093398,-360490.8,432.7,1976-05-01,8.1,12.7,3.8
-9515,0.14,-21326,197.67188495834998,-359892.3,465.9,1976-05-02,1.4,11.9,8.4
-9532,0.79,-21408,193.532820435975,-359271.6,420.2,1976-05-03,0.0,12.6,7.3
-9549,0.28,-21495,186.77935625474998,-358562.6,415.1,1976-05-04,4.9,12.7,4.0
-9566,-0.73,-21650,187.98535915199997,-357913,456.2,1976-05-05,4.0,12.6,3.9
-9584,-1.33,-21923,183.12944747075,-357252.1,417.6,1976-05-06,0.1,13.8,9.2
-9604,-0.92,-22127,184.6823772,-356624.3,416.7,1976-05-07,0.0,14.5,8.7
-9623,-1.16,-22319,186.726894870075,-355907,431.1,1976-05-08,0.0,13.5,7.0
-9642,-1.15,-22693,180.565516782075,-355244,434.6,1976-05-09,0.0,13.6,9.8
-9662,-0.19,-23213,180.69369987574999,-354553.9,420.4,1976-05-10,3.6,13.7,7.3
-9680,-1.05,-23401,182.66041686875002,-353891.9,404.2,1976-05-11,0.8,12.8,7.2
-9699,0.01,-23593,183.37891829900002,-353255.1,402.9,1976-05-12,0.1,13.0,8.4
-9717,-1.06,-23836,186.541161542,-352586.1,405.8,1976-05-13,0.5,12.4,5.8
-9735,0.07,-24066,184.51815170625,-351893.6,395.3,1976-05-14,10.5,12.8,9.4
-9753,-1.29,-24304,184.57168235580002,-351272.2,404.8,1976-05-15,4.8,11.5,7.7
-9772,-0.5,-24365,183.7673068405,-350695.5,397.3,1976-05-16,24.8,12.4,8.2
-9791,-0.88,-24510,186.0128248,-349809.2,403.3333333,1976-05-17,6.0,13.2,8.0
-9810,0.07,-24587,185.5131813934,-349475.7,414.2,1976-05-18,5.3,12.4,6.9
-9828,-1.3,-24753,185.43660435787498,-348505.6,402.3333333,1976-05-19,4.1,12.3,7.6
-9848,-2.48,-24907,186.43114764435,-348219,391.8,1976-05-20,4.2,13.1,7.5
-9869,-1.85,-25004,188.08462820879998,-347395.9,406.6666667,1976-05-21,1.1,13.0,8.8
-9891,-2.09,-25092,187.3935686286,-347095.8,459.0,1976-05-22,0.0,14.6,9.9
-9912,-1.86,-25134,186.271358966325,-346222.9,421.3333333,1976-05-23,8.9,14.9,10.0
-9933,-2.11,-25220,194.928153007,-345901.9,403.1,1976-05-24,8.9,14.8,10.8
-9955,-1.84,-25330,190.0614572262,-345253.9,417.0,1976-05-25,0.0,13.2,10.7
-9976,-2.78,-25491,191.95313370887501,-344658,391.3,1976-05-26,0.0,13.3,9.5
-9999,-2.64,-25552,191.23379793375,-343728.7,389.3333333,1976-05-27,0.1,12.8,9.5
-10022,-1.69,-25599,191.5337587855875,-343401,373.95,1976-05-28,3.4,11.9,10.3
-10043,-1.99,-25636,191.95350057714998,-342532.9,368.0,1976-05-29,0.0,14.3,7.4
-10064,-1.96,-25711,191.46001174245,-342161.4,374.5,1976-05-30,3.1,14.9,10.3
-10086,-3.02,-25737,192.712370759625,-341470.9,365.8,1976-05-31,1.5,13.4,10.4
-10109,-2.57,-25764,190.6078690615,-340886.4,370.4,1976-06-01,0.0,15.2,10.3
-10132,-2.91,-25768,189.304523923175,-339890.3,393.6666667,1976-06-02,0.0,15.5,6.0
-10155,-4.44,-25870,187.586392521325,-339541.4,395.4,1976-06-03,2.4,15.4,10.0
-10180,-3.03,-25916,190.5849616488,-338576,439.0,1976-06-04,0.0,14.8,11.5
-10206,-2.97,-25935,189.27849064935,-338259.7,449.3,1976-06-05,0.0,16.6,11.1
-10230,-3.81,-25977,188.98634898427503,-337446.9,459.6666667,1976-06-06,0.0,16.3,12.0
-10254,-2.63,-26023,189.286787345625,-337172.1,464.5,1976-06-07,0.0,17.2,12.7
-10277,-2.12,-26147,189.95757968037498,-336657.2,444.9,1976-06-08,12.3,15.2,11.6
-10299,-3.61,-26264,191.816137593,-336615.1,445.0,1976-06-09,1.4,15.0,10.5
-10323,-2.23,-26321,191.59419376510002,-336150.9,452.5,1976-06-10,16.3,14.6,10.5
-10347,-4.23,-26419,192.63389865615,-335464.1,486.0,1976-06-11,0.0,15.8,11.5
-10373,-4.4,-26463,189.156744422,-335237.4,485.8,1976-06-12,0.3,16.5,11.3
-10399,-3.49,-26476,189.6458701976,-334702.2,504.0,1976-06-13,0.5,16.0,11.2
-10425,-4.91,-26627,193.10010418009998,-334493.1,496.2,1976-06-14,0.1,17.6,11.6
-10451,-3.17,-26676,192.8154242622,-333995.9,531.0,1976-06-15,0.2,16.1,11.8
-10477,-2.76,-26774,193.80250764615002,-333798.2,537.0,1976-06-16,4.0,15.0,9.6
-10502,-4.1,-26891,193.8897968002,-333360.4,566.0,1976-06-17,5.4,15.5,11.2
-10527,-4.14,-26952,192.68758991725,-333212.1,569.6,1976-06-18,4.0,15.1,10.1
-10553,-3.86,-26998,193.25940327540002,-332827.8,597.0,1976-06-19,3.0,16.1,10.2
-10580,-5.5,-27058,192.8724796734,-332687.2,580.7,1976-06-20,2.3,16.7,12.1
-10609,-4.91,-27200,192.26433856792502,-332336,652.0,1976-06-21,0.8,17.4,12.1
-10638,-5.17,-27255,188.0966829643,-332193.5,631.0,1976-06-22,5.9,15.8,12.0
-10667,-4.65,-27299,192.39141674277,-331888.7,607.3333333,1976-06-23,2.2,16.1,12.6
-10695,-5.15,-27373,191.0119519104,-331768.4,603.8,1976-06-24,0.1,16.4,12.7
-10723,-3.88,-27416,189.82870639425,-331554.2,589.8,1976-06-25,0.3,16.5,13.0
-10750,-4.35,-27460,189.2132558424,-331333.9,599.2,1976-06-26,0.0,15.5,12.2
-10777,-4.19,-27659,189.24251845,-331038.3,797.0,1976-06-27,0.0,18.3,8.3
-10804,-5.28,-27731,189.77280474485,-330925.4,798.2,1976-06-28,0.0,21.5,10.7
-10834,-5.53,-27792,191.28441196185,-330625.7,776.3333333,1976-06-29,0.0,25.0,12.7
-10862,-4.1,-27887,190.9669244527,-330506.9,738.0,1976-06-30,0.0,23.2,14.4
-10890,-4.74,-28002,191.375496743275,-330198.6,726.0,1976-07-01,0.0,23.3,13.6
-10917,-3.56,-28049,191.5673410079,-330090,721.3,1976-07-02,0.0,23.5,15.0
-10944,-4.41,-28151,188.2467783878,-329832.1,672.7,1976-07-03,0.0,20.9,15.0
-10971,-4.82,-28231,188.475316491,-329475,649.3333333,1976-07-04,0.7,20.0,13.8
-10999,-5.04,-28327,186.51738769949998,-329338.4,636.4,1976-07-05,0.0,20.0,15.6
-11028,-4.58,-28362,185.98864642130002,-328950.2,637.3333333,1976-07-06,0.0,19.0,12.6
-11055,-3.85,-28450,184.2981804458,-328804.8,615.3,1976-07-07,0.2,23.5,13.5
-11082,-4.05,-28578,182.936081584225,-328430.8,637.0,1976-07-08,7.3,21.5,13.5
-11108,-4.61,-28762,187.14328122450002,-328291.5,620.9,1976-07-09,5.0,16.2,14.0
-11136,-5.17,-28825,190.33222284570002,-327919.5,663.3333333,1976-07-10,4.6,18.1,13.1
-11165,-4.7,-29155,187.999563507075,-327777.3,643.0,1976-07-11,5.9,18.0,14.6
-11193,-4.27,-29406,188.4753253155,-327375.8,657.6666667,1976-07-12,6.2,18.7,14.6
-11220,-3.47,-29574,189.94686495800002,-327229.1,635.7,1976-07-13,0.5,18.8,11.6
-11245,-3.94,-29842,193.71283854975002,-326792.3,669.0,1976-07-14,19.7,17.4,11.7
-11271,-4.6,-29868,192.9276430365,-326131.6,657.4,1976-07-15,0.0,16.6,12.8
-11298,-3.6,-29983,192.507154839675,-325750.6,662.0,1976-07-16,0.1,17.2,11.3
-11324,-3.57,-30076,193.3257604058,-325613.4,642.0,1976-07-17,3.2,17.0,12.0
-11350,-4.12,-30129,193.90502757875,-325219,654.0,1976-07-18,4.2,16.1,14.0
-11376,-4.28,-30197,196.41665588339998,-325076.6,644.3,1976-07-19,0.1,17.2,13.3
-11403,-5.31,-30200,196.9080549903,-324673.2,634.3333333,1976-07-20,0.4,18.1,11.0
-11433,-5.06,-30357,192.46518778166669,-324536.6,611.0,1976-07-21,0.0,17.2,11.3
-11462,-4.49,-30411,195.247244775875,-324147.9,634.6666667,1976-07-22,0.0,15.2,10.0
-11490,-4.92,-30484,194.110429478875,-323999.7,633.2,1976-07-23,0.0,15.6,10.9
-11517,-3.97,-30561,194.60682974099998,-323604.8,644.3333333,1976-07-24,0.0,17.9,12.0
-11544,-2.76,-30644,194.4295742917,-323467.1,626.1,1976-07-25,0.0,18.7,11.0
-11569,-4.46,-30727,195.08012700165003,-323046.5,617.3333333,1976-07-26,0.0,19.2,13.0
-11595,-3.88,-30764,195.93861278715002,-322891.2,612.2,1976-07-27,0.0,19.0,14.1
-11622,-4.83,-30863,199.302319209275,-322459.1,589.6666667,1976-07-28,0.0,18.7,8.8
-11650,-4.98,-30930,196.70181603277499,-322290.5,580.2,1976-07-29,0.0,18.7,9.6
-11679,-5.06,-31059,196.32609642975,-321862.9,568.0,1976-07-30,0.0,18.8,11.5
-11708,-5.03,-31198,197.646004846875,-321722,592.5,1976-07-31,0.0,18.2,11.4
-11736,-4.18,-31467,196.89622890765,-321278.2,556.6666667,1976-08-01,0.0,17.0,9.9
-11764,-4.78,-31541,197.12526326695,-321113.8,544.4975689,1976-08-02,0.0,17.3,12.5
-11792,-4.43,-31605,197.79975641045,-320626,532.6666667,1976-08-03,0.0,18.7,12.8
-11820,-3.06,-31808,200.03106638475,-320455.9,518.5,1976-08-04,0.0,17.7,8.2
-11846,-5.07,-31891,195.627148340675,-319959.7,528.3333333,1976-08-05,0.0,19.0,11.0
-11872,-3.15,-31935,195.2662323655,-319781.1,519.3,1976-08-06,0.0,17.4,12.8
-11898,-4.6,-31957,194.46060405395,-319264.4,528.6666667,1976-08-07,0.0,19.8,13.5
-11925,-4.68,-31975,194.47027317217498,-319073.3,520.8,1976-08-08,0.0,19.4,11.3
-11953,-4.23,-32007,196.47191999325,-318521.6,503.3333333,1976-08-09,0.0,20.0,10.2
-11979,-3.49,-32041,195.41091567172498,-318318.4,497.7,1976-08-10,0.0,18.9,11.0
-12005,-2.82,-32114,195.93175875274997,-317714.9,480.0,1976-08-11,2.8,20.6,12.4
-12028,-2.64,-32240,194.8874767012333,-317510.6,477.5,1976-08-12,0.0,19.8,13.8
-12052,-3.24,-32300,195.7913334535,-316886.6,479.0,1976-08-13,0.0,21.0,10.2
-12077,-3.98,-32362,196.266613322,-316669.5,480.814851,1976-08-14,0.0,20.0,8.9
-12103,-4.05,-32384,196.20185201500001,-316059.3,480.0,1976-08-15,0.0,20.9,10.7
-12130,-4.48,-32606,199.6474818549,-315850.6,444.6,1976-08-16,0.0,22.0,12.5
-12156,-3.27,-32652,199.48892963999998,-315280.4,458.6666667,1976-08-17,0.0,22.2,12.5
-12181,-2.71,-32670,200.2924224414,-315077.4,464.5628105,1976-08-18,0.0,22.0,14.3
-12205,-3.0,-32697,198.89171239745002,-314522.3,515.3333333,1976-08-19,0.0,22.0,12.8
-12229,-3.43,-32760,197.16130487224999,-314339,607.3,1976-08-20,0.0,22.5,11.7
-12254,-4.14,-32875,202.795646976,-313812.5,635.3333333,1976-08-21,0.0,22.6,12.7
-12279,-1.02,-32916,203.0917776366,-313614.8,597.7,1976-08-22,0.0,22.2,13.8
-12301,-1.93,-33139,198.7828307793,-313094.8,606.0,1976-08-23,10.0,20.9,14.9
-12322,-2.16,-33215,203.60050857025,-312904.9,618.2,1976-08-24,0.0,22.3,15.8
-12344,-2.69,-33331,205.3761847385,-312348.2,634.0,1976-08-25,0.0,22.0,14.3
-12367,-2.5,-33387,204.46706210535,-312159.6,552.9,1976-08-26,0.0,24.6,14.2
-12390,-2.96,-33409,203.6185257355,-311600.5,568.3333333,1976-08-27,0.0,26.4,12.4
-12414,-2.52,-33433,201.35769286432503,-311435.8,547.5,1976-08-28,0.0,19.8,11.5
-12440,-5.32,-33495,200.29875552115,-310919.7,540.3333333,1976-08-29,0.0,20.6,10.6
-12467,-3.78,-33547,201.06305549865002,-310722.9,522.2,1976-08-30,0.0,20.6,13.5
-12491,-2.71,-33558,202.04126672700002,-310100.8,516.0,1976-08-31,0.0,20.5,14.2
-12516,-4.17,-33580,201.88660042935,-309912,514.5,1976-09-01,0.0,21.4,13.5
-12543,-4.17,-33617,201.8276293501,-309283,517.0,1976-09-02,0.0,18.9,8.5
-12570,-3.55,-33722,201.81310262977502,-309077.3,469.5,1976-09-03,0.0,17.3,6.9
-12596,-4.59,-33751,200.5019756069,-308482.7,492.6666667,1976-09-04,0.0,18.4,11.5
-12623,-4.2,-33904,203.28865874520002,-308246.2,460.6317615,1976-09-05,0.0,19.0,11.6
-12651,-5.42,-33998,198.799944457875,-307610,460.3333333,1976-09-06,0.0,19.2,9.2
-12680,-4.94,-34136,204.123014498,-307372.2,466.5,1976-09-07,0.0,20.3,9.1
-12709,-4.22,-34223,201.7797825328,-306719.9,509.3333333,1976-09-08,0.0,19.0,11.2
-12737,-5.03,-34311,200.09164615275,-306499.8,477.8,1976-09-09,2.5,15.2,9.8
-12765,-4.44,-34556,198.9617645275,-305844.6,465.6666667,1976-09-10,14.2,14.9,10.2
-12793,-3.62,-34641,205.10239260525,-305605.7,458.7,1976-09-11,0.0,15.4,8.5
-12820,-4.04,-34719,203.76951759,-304918.9,485.0,1976-09-12,0.1,14.9,8.5
-12846,-4.29,-34762,203.7543230524,-304688.2,459.3,1976-09-13,0.0,17.7,8.3
-12873,-3.62,-34870,202.76033458287498,-304054,448.6666667,1976-09-14,0.2,15.9,9.4
-12899,-4.02,-34989,203.514345808,-303852.3,451.118011,1976-09-15,0.0,15.2,9.5
-12926,-4.25,-35073,206.3568576216,-303286.5,505.3333333,1976-09-16,5.8,14.6,8.2
-12954,-5.52,-35168,210.157174784,-303096.9,498.4591306,1976-09-17,4.6,15.2,8.9
-12983,-2.3,-35193,207.34584681975,-302521.5,489.6666667,1976-09-18,1.5,17.0,10.3
-13008,-4.54,-35346,208.25190909,-302312,490.5700242,1976-09-19,8.3,16.9,14.8
-13034,-5.1,-35352,209.65639176,-301687.1,477.0,1976-09-20,2.5,17.6,13.2
-13063,-5.09,-35388,206.586570978,-301482.4,466.4,1976-09-21,0.1,17.5,12.0
-13092,-4.05,-35481,212.50552869749998,-300898.3,462.3333333,1976-09-22,0.0,17.2,7.0
-13119,-4.17,-35511,209.83667782650002,-300667.4,456.1942032,1976-09-23,11.7,14.6,10.3
-13147,-4.5,-35668,214.29589900083332,-300106.4,453.0,1976-09-24,4.2,15.2,12.0
-13174,-4.36,-35697,212.135905967,-299873.5,453.2,1976-09-25,2.1,15.2,12.2
-13202,-4.76,-35827,212.09241359079002,-299191.8,487.3333333,1976-09-26,14.0,15.3,12.5
-13231,-5.16,-35945,214.2064208262,-298970.8,459.4,1976-09-27,3.3,17.8,12.8
-13261,-5.72,-36050,211.213425214,-298372.3,520.0,1976-09-28,17.3,17.3,12.7
-13292,-5.47,-36138,214.36039257750002,-298171.7,517.5,1976-09-29,12.3,16.8,13.5
-13323,-5.66,-36215,208.335059710425,-297788.1,496.282263,1976-09-30,0.1,17.1,13.3
-13354,-5.51,-36242,206.5229252229,-297140.6,518.0,1976-10-01,0.0,17.8,11.0
-13385,-5.74,-36334,207.41115700100002,-296942.9,518.8,1976-10-02,11.9,16.5,9.7
-13416,-5.7,-36409,207.99977968,-296235.1,490.6666667,1976-10-03,11.5,15.3,10.8
-13447,-4.75,-36462,210.7947524055,-295995.4,466.6379345,1976-10-04,3.0,15.2,8.2
-13477,-5.11,-36522,207.2301825856,-295315,505.0,1976-10-05,2.2,15.8,8.2
-13506,-5.35,-36583,210.07869060075,-295109.8,487.551686,1976-10-06,8.2,14.6,11.8
-13537,-6.01,-36623,208.23327262075,-294516.4,524.0,1976-10-07,1.5,14.6,9.8
-13568,-5.19,-36671,204.79190564040002,-294307.6,586.6,1976-10-08,1.7,15.0,10.4
-13599,-6.37,-36720,204.455553872625,-293715.4,564.3333333,1976-10-09,0.5,14.3,8.4
-13631,-4.8,-36773,206.543994036,-293508.3,552.0,1976-10-10,39.0,14.2,10.2
-13662,-5.39,-36862,206.085787558,-292844.6,500.6666667,1976-10-11,9.4,14.2,11.8
-13691,-5.25,-36924,205.650989878,-292583.8,488.6,1976-10-12,2.6,12.9,8.2
-13722,-5.61,-37005,205.98808959113333,-291916.2,520.6666667,1976-10-13,28.8,12.8,8.3
-13753,-5.32,-37026,202.3448524395,-291676.4,482.4,1976-10-14,0.4,11.5,6.5
-13783,-5.62,-37103,204.28298891580002,-291008.9,453.6666667,1976-10-15,0.0,13.3,8.1
-13815,-5.82,-37170,207.32358522299998,-290817.7,444.2,1976-10-16,15.2,13.0,5.0
-13847,-6.18,-37315,208.685091262475,-290438.2,453.25,1976-10-17,3.4,14.5,9.8
-13879,-5.39,-37353,209.495641888,-290079.2,448.1,1976-10-18,5.1,14.8,6.6
-13911,-6.66,-37369,209.326456305,-289683.2,458.8,1976-10-19,0.3,13.5,8.2
-13944,-5.91,-37389,207.868080375675,-289278.5,454.3,1976-10-20,8.3,12.9,8.3
